NDB_No,Shrt_Desc,Energ_Kcal,Energ_Kcal,Protein_(g),Carbohydrt_(g),Vit_C_(mg),Sodium_(mg),Calcium_(mg),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
23381,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FT,A GRDS,CKD,GRILLED",155,155,29.85,0,0,68,17,78,85,3 oz,,
23353,"BEEF,RND,EYE OF RND STEAK,BNLS,LN & FAT,0"" FAT,SEL,CKD,GRLD",154,154,29.47,0,0,65,16,81,85,3 oz,,
23351,"BEEF,RND,EYE OF RND STK,BNLESS,L & F,0"" F,A GRDS,CKD,GRILLED",159,159,29.66,0,0,68,17,78,85,3 oz,,
13878,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",208,208,28.31,0,0,37,7,84,85,3 oz,333,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13877,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",166,166,21.49,0,0,58,20,68,28.35,1 oz,453.6,1 lb
13880,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",212,212,28.48,0,0,37,6,86,85,3 oz,333,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13879,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,RAW",173,173,21.68,0,0,55,16,70,28.35,1 oz,453.6,1 lb
13882,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",204,204,28.13,0,0,37,7,83,85,3 oz,417,"1 roast,  (yield from 530 g raw meat)"
13881,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,RAW",159,159,21.3,0,0,62,24,66,28.35,1 oz,453.6,1 lb
23598,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",169,169,29.73,0,0,38,6,76,28.35,1 oz,453.6,1 lb
23597,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",124,124,22.6,0,0,60,20,59,28.35,1 oz,453.6,1 lb
23620,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",175,175,29.87,0,0,39,6,78,28.35,1 oz,453.6,1 lb
23616,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",128,128,22.88,0,0,57,20,60,28.35,1 oz,453.6,1 lb
23591,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD",163,163,29.59,0,0,39,6,75,28.35,1 oz,453.6,1 lb
23635,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW",119,119,22.31,0,0,62,22,58,28.35,1 oz,453.6,1 lb
13865,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",235,235,27.54,0,0,62,6,79,85,3 oz,313,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13864,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",195,195,20.56,0,0,54,4,62,28.35,1 oz,453.6,1 lb
13867,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD",218,218,27.58,0,0,62,6,79,85,3 oz,313,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13866,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",184,184,20.56,0,0,54,4,62,28.35,1 oz,453.6,1 lb
13156,"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD",191,191,29.21,0,0,64,5,78,85,3 oz,285,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13158,"BEEF,RND,FULL CUT,LN,1/4""FAT,SEL,CKD,BRLD",172,172,29.25,0,0,64,5,78,85,3 oz,282,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
23061,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",143,143,20.93,0,0,54,5,59,85,3 oz,197,1 steak
23045,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",150,150,20.74,0,0,54,5,58,85,3 oz,209,1 steak
23047,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",137,137,20.98,0,0,53,5,59,85,3 oz,203,1 steak
23032,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",124,124,21.96,0,0,57,5,61,85,3 oz,200,1 steak
23055,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",129,129,21.69,0,0,61,5,61,85,3 oz,207,1 steak
23030,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",133,133,21.41,0,0,62,5,61,85,3 oz,191,1 steak
23052,"BEEF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",166,166,28.01,0,0,60,5,75,85,"1 serving,  (3 oz)",253,1 steak
23051,"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",129,129,22.15,0,0,62,5,61,85,3 oz,324,1 steak
13883,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",189,189,19.6,0,0,58,5,65,28.35,1 oz,453.6,1 lb
13885,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,CHOIC,RAW",199,199,19.48,0,0,58,5,65,28.35,1 oz,453.6,1 lb
13887,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,SEL,RAW",178,178,19.74,0,0,58,5,64,28.35,1 oz,453.6,1 lb
13421,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",188,188,26.79,0,0,35,6,78,85,3 oz,330,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13486,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",151,151,20.48,0,0,55,19,62,85,3 oz,1289,1 roast
13422,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",196,196,27.01,0,0,35,6,80,85,3 oz,1138,"1 roast,  (yield from 1405 g raw meat)"
13487,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,RAW",156,156,20.16,0,0,51,15,63,85,3 oz,1392,1 roast
13423,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",181,181,26.57,0,0,35,7,76,85,3 oz,1141,"1 roast,  (yield from 1388 g raw meat)"
13488,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",145,145,20.8,0,0,58,23,61,85,3 oz,1187,1 roast
13884,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",219,219,27.45,0,0,63,6,82,85,3 oz,326,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13886,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",228,228,27.27,0,0,63,6,82,85,3 oz,325,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13888,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",210,210,27.63,0,0,64,6,82,85,3 oz,327,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13424,"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",174,174,27.53,0,0,36,6,74,85,3 oz,320,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
23651,"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",126,126,21.07,0,0,54,18,57,85,3 oz,1289,1 roast
13425,"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,CKD,RSTD",176,176,27.68,0,0,36,6,76,85,3 oz,1138,"1 roast,  (yield from 1405 g raw meat)"
23652,"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,RAW",130,130,20.76,0,0,52,18,58,85,3 oz,1392,1 roast
13426,"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,CKD,RSTD",149,149,27.37,0,0,36,6,71,85,3 oz,1141,"1 roast,  (yield from 1388 g raw meat)"
23653,"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW",122,122,21.38,0,0,58,20,55,85,3 oz,1187,1 roast
23327,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",125,125,23.45,0,0,54,13,62,85,3 oz,758,1 roast
23349,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",163,163,30.08,0,0,69,16,76,85,3 oz,,
23328,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",128,128,23.46,0,0,56,13,62,85,3 oz,770,1 roast
23350,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD",157,157,30.97,0,0,67,17,78,85,3 oz,,
23329,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",121,121,23.44,0,0,54,13,63,85,3 oz,740,1 roast
23378,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",162,162,30.09,0,0,67,16,77,85,3 oz,,
23357,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",121,121,23.59,0,0,54,13,62,85,3 oz,758,1 roast
23379,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",158,158,30.24,0.06,0,69,16,76,85,3 oz,,
23358,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",124,124,23.59,0,0,56,13,61,85,3 oz,770,1 roast
23380,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",150,150,29.81,0,0,67,17,78,85,3 oz,,
23359,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,RAW",116,116,23.59,0,0,55,13,63,85,3 oz,740,1 roast
23348,"BEEF,RND,TOP RND RST,BNLS,LN&FAT,0"" FAT,ALLGRD,CKD,RSTD",160,160,29.9,0,0,67,16,77,85,3 oz,,
23324,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",124,124,23.49,0,0,54,13,62,85,3 oz,344,1 steak
23325,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",127,127,23.49,0,0,56,13,62,85,3 oz,344,1 steak
23326,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",120,120,23.49,0,0,54,13,63,85,3 oz,344,1 steak
13491,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",162,162,30.09,0,0,75,18,86,85,3 oz,277,1 steak
23354,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",121,121,23.59,0,0,54,13,62,85,3 oz,344,1 steak
13492,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",166,166,30.24,0,0,78,18,85,85,3 oz,284,1 steak
23355,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",124,124,23.59,0,0,56,13,61,85,3 oz,344,1 steak
13493,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",158,158,29.81,0,0,76,19,88,85,3 oz,269,1 steak
23356,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW",116,116,23.59,0,0,55,13,63,85,3 oz,344,1 steak
13969,"BEEF,RND,TOP RND STEAK,BNLS,LN & FAT,0"" FAT,SEL,CKD,GRLD",162,162,29.7,0,0,76,19,88,85,3 oz,269,"1 steak,  (yield from 368 g meat)"
13893,"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",204,204,30.67,0,0,41,7,90,85,3 oz,326,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13959,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",167,167,29.96,0,0,75,18,86,85,3 oz,277,"1 steak,  (yield from 381 g raw meat)"
13968,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0"" FAT,CHOIC,CKD,GRLD",170,170,30.12,0,0,78,18,86,85,3 oz,284,"1 steak,  (yield from 396 g raw meat)"
13428,"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",209,209,35.62,0,0,45,4,90,85,3 oz,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13430,"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",216,216,35.62,0,0,45,4,90,85,3 oz,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13432,"BEEF,RND,TOP RND,LN&FAT,0""FAT,SEL,CKD,BRSD",200,200,35.62,0,0,45,4,90,85,3 oz,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13892,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",238,238,34.34,0,0,45,5,90,85,3 oz,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13895,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",250,250,34.09,0,0,45,5,90,85,3 oz,289,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13897,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,PAN-FRIED",266,266,32.99,0,0,68,6,97,85,3 oz,283,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13901,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW",173,173,22.24,0,0,51,3,59,28.35,1 oz,453.6,1 lb
13899,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,SEL,CKD,BRSD",225,225,34.6,0,0,45,4,90,85,3 oz,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13436,"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",207,207,36.12,0,0,45,4,90,85,3 oz,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13438,"BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD",190,190,36.12,0,0,45,4,90,85,3 oz,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13890,"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,PAN-FRIED",228,228,33.93,2.03,0,65,6,102,85,3 oz,283,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13891,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",166,166,22.06,0,0,60,21,69,28.35,1 oz,453.6,1 lb
13896,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD",224,224,30.7,0,0,40,7,92,85,3 oz,347,"1 steak,  (yield from raw steak weighing 492 g)"
13894,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",168,168,21.94,0,0,57,17,69,28.35,1 oz,453.6,1 lb
13902,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD",225,225,31.27,0,0,61,6,84,85,3 oz,332,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13900,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",201,201,30.63,0,0,41,8,87,85,3 oz,359,"1 steak,  (yield from raw steak weighing 491g)"
13898,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",164,164,22.18,0,0,63,25,68,28.35,1 oz,453.6,1 lb
23608,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",185,185,31.82,0,0,42,7,84,28.35,1 oz,453.6,1 lb
23609,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",135,135,22.91,0,0,61,20,55,85,3 oz,453.6,1 lb
23621,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",193,193,32.04,0,0,42,7,86,28.35,1 oz,453.6,1 lb
23617,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW",140,140,22.69,0,0,57,20,63,28.35,1 oz,453.6,1 lb
23592,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",177,177,31.61,0,0,43,7,82,28.35,1 oz,453.6,1 lb
23636,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW",129,129,23.13,0,0,64,22,61,28.35,1 oz,453.6,1 lb
13020,"BEEF,RTL CUTS,FAT,CKD",680,680,10.65,0,0,23,19,95,28.35,1 oz,85,3 oz
13019,"BEEF,RTL CUTS,FAT,RAW",674,674,8.21,0,0,26,26,99,28.35,1 oz,113,4 oz
13228,"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,CKD,SIMMRD",201,201,33.68,0,0,64,32,78,85,3 oz,170,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
13227,"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,RAW",128,128,21.75,0,0,63,20,39,28.35,1 oz,453.6,1 lb
23111,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",133,133,21.17,0.07,0,74,12,64,85,3 oz,361,1 steak
23112,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",127,127,21.72,0,0,70,12,68,85,3 oz,381,1 steak
13647,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",123,123,21.64,0,0,73,12,65,85,3 oz,1027,1 steak
13648,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",125,125,21.45,0.11,0,74,12,64,85,3 oz,,
13649,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",121,121,21.93,0,0,71,12,68,85,3 oz,1106,1 steak
23000,"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R",130,130,21.39,0,0,72,12,66,85,3 oz,369,1 steak
23131,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",204,204,31.03,0,0,61,13,98,85,3 oz,787,1 roast
23132,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",207,207,30.93,0,0,60,13,98,85,3 oz,793,1 roast
23133,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200,200,31.18,0,0,62,13,98,85,3 oz,779,1 roast
23083,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD",196,196,31.48,0,0,61,13,98,85,3 oz,787,1 roast
23081,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",200,200,31.32,0,0,60,13,97,85,3 oz,793,1 roast
23082,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",190,190,31.71,0,0,63,13,99,85,3 oz,779,1 roast
23554,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRILLED",182,182,28.29,0,0,67,12,81,85,3 oz,287,1 steak
23533,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",186,186,28.22,0,0,67,12,81,,,,
23536,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",177,177,28.41,0,0,67,12,83,85,3 oz,297,1 steak
23516,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",175,175,28.6,0,0,68,12,82,85,3 oz,,
13946,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",169,169,28.71,0,0,68,12,83,85,3 oz,,
13889,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",152,152,20.07,0,0,81,12,68,85,3 oz,231,1 steak
13903,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",137,137,20.28,0,0,86,12,71,85,3 oz,252,1 steak
13500,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI",196,196,28.15,0,0,87,14,95,85,3 oz,186,1 steak
13519,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",139,139,20.36,0,0,83,12,69,85,3 oz,1438,1 steak
13501,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE",202,202,28.28,0,0,85,14,93,85,3 oz,177,1 steak
13520,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",143,143,20.35,0,0,82,12,68,85,3 oz,1432,1 steak
13502,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",187,187,27.96,0,0,89,14,98,85,3 oz,199,1 steak
13523,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",133,133,20.39,0,0,87,12,71,85,3 oz,1446,1 steak
13863,"BEEF,SHLDR TOP BLADE STEAK,BNLS,LN & FAT,0"" FAT,ALL GRDS,RAW",146,146,20.16,0,0,82,12,69,85,3 oz,239,1 steak
13598,"BEEF,SHLDR TOP BLADE STK,BNLES,LN & FAT,0"" ,ALL GRDS,CKD,G",210,210,27.59,0,0,85,14,95,85,3 oz,186,1 steak
13862,"BEEF,SHLDR TOP BLDE STK,BNLS,LN & FAT,0"" FAT,SEL,CKD,G",194,194,27.7,0,0,88,14,98,85,3 oz,199,1 steak
13650,"BEEF,SHLDR TOP BLDE STK,BNS,LN & FAT,0"" FAT,CHOIC,CKD,G",220,220,27.51,0,0,84,14,92,85,3 oz,177,1 steak
23002,"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD",276,276,25.4,0,0,64,19,83,85,3 oz,421,1 steak
13479,"BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",212,212,27.86,0,0,67,18,82,85,3 oz,363,1 steak
23006,"BEEF,SHRT LN,T-BNE STEK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD",289,289,24.6,0,0,62,19,83,85,3 oz,363,1 steak
13236,"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD",217,217,27.48,0,0,68,19,81,85,3 oz,360,1 steak
13483,"BEEF,SHRT LN,T-BONE STK,BONE-IN,LN,1/8"" FAT,SEL,CKD,GRILLED",206,206,28.45,0,0,66,18,83,85,3 oz,368,1 steak
13908,"BEEF,SHRT LN,T-BONE STK,L & F,1/8"" FAT,CHOIC,CKD,GRILLED",294,294,24.21,0,0,63,19,82,85,3 oz,360,1 steak
23001,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",214,214,20.49,0,0,48,19,61,85,3 oz,534,1 steak
13905,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",218,218,20.36,0,0,52,19,61,85,3 oz,539,1 steak
23003,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",208,208,20.69,0,0,42,19,60,85,3 oz,526,1 steak
13466,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",212,212,26.07,0,0,69,6,62,85,3 oz,453.6,1 lb
13467,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",224,224,25.51,0,0,69,6,91,85,3 oz,85,1 serving
13470,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,SEL,CKD,BRLD",194,194,26.89,0,0,69,6,84,85,3 oz,85,1 serving
13465,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",213,213,28.16,0,0,68,19,82,85,3 oz,421,1 steak
13464,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,ALL GRDS,RAW",155,155,22.32,0,0,51,18,58,85,3 oz,534,1 steak
13232,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,CKD,GRILLED",221,221,27.65,0,0,67,19,85,85,3 oz,417,1 steak
13231,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,RAW",161,161,22.13,0,0,56,18,59,85,3 oz,539,1 steak
13469,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED",203,203,28.92,0,0,67,20,78,85,3 oz,426,1 steak
13468,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW",145,145,22.61,0,0,43,19,57,85,3 oz,526,1 steak
23004,"BEEF,SHRT LOIN,PRTRHS STK,L & F,1/8"" F,SEL,CKD,GRILLED",263,263,26.21,0,0,63,20,79,85,3 oz,426,1 steak
13459,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",276,276,23.96,0,0,65,7,67,85,3 oz,453.6,1 lb
13463,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",267,267,24.47,0,0,65,7,64,85,"3 oz,  ( 1serving )",453.6,1 lb
13906,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILLD",284,284,24.85,0,0,63,19,85,85,3 oz,417,1 steak
13478,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW",153,153,22.22,0,0,42,21,59,85,3 oz,460,1 steak
13235,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW",160,160,22.1,0,0,35,21,59,85,3 oz,461,1 steak
13482,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,SEL,RAW",144,144,22.41,0,0,57,23,59,85,3 oz,458,1 steak
23008,"BEEF,SHRT LOIN,T-BONE STEAK,LN & FAT,1/8"" FAT,SEL,CKD,GRLLD",281,281,25.18,0,0,62,18,84,85,3 oz,368,1 steak
23005,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",223,223,20.11,0,0,40,21,62,85,3 oz,460,1 steak
